,,,,,,,,,,,,,,,,
DESIGN NO,OLD VARIANT,CATEGORY,SUB CATEGORY,GENDER,COLLECTION,MULTI SIZE,METAL COLOUR,PORTFOLIO TYPE,SOLITAIRE SLAB_FROM,SOLITAIRE SLAB_TO,SIZE FROM,SIZE TO,PURITY,Color,Last Updation Date,Item Creation Date
DRF9557,RF1218,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DEF8873,EF3010,EARRING,Female Earring,Female,Generic,-,"Rose White Rhodium,Yellow White,Yellow White Rhodium",Divine (DSJ),0.14-0.17,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",White,4-25-2024,2-21-2024
DRM9255,RM3086,RING,Male Ring,Male,Generic,20,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),,,17,24,"10KT,14KT,18KT,9KT",White,,2-21-2024
DMF8809,MF3049,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DEF8500,EF1239,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DBF9945,OBF3054,WRIST WEAR,Round Bangles,Female,Generic,2.4,,Divine (DSJ),,,,,,Yellow,4-17-2024,2-21-2024
DRM9151,RM3015,RING,Male Ring,Male,Generic,22,"Rose,Rose White,White,Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.14-0.17,20,20,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DCF8895,RF1638,RING,Couple Female Ring,Female,Now & Forever,10.5,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.18-0.22,0.30-0.38,1,21,"10KT,14KT,18KT,9KT",White,3-29-2024,2-21-2024
DEF9204,EF3175,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRF8568,RF3013,RING,Female Ring,Female,Generic,13,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,2.50-2.99,10,12,"10KT,14KT,18KT,9KT",White,3-21-2024,2-21-2024
DBF9803,bf3002,WRIST WEAR,Round Bangles,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8551,RF2129,RING,Female Ring,Female,Engagement,9,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRM9246,RM3048,RING,Male Ring,Male,Generic,18,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),-,2.50-2.99,-,20.5,"10KT,14KT,18KT,9KT",White,3-29-2024,2-21-2024
DRF8683,rf3040,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF9552,RF1157,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DEF9833,EF3282,EARRING,Female Earring,Female,Generic,-,,Divine (DSJ),,,,,,Yellow,4-17-2024,2-21-2024
DRF8700,RF3062,RING,Female Ring,Female,Generic,10,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.90-0.99,4,26,"10KT,14KT,18KT,9KT",White,4-17-2024,2-21-2024
DPF8379,PF6065,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-8-2024,4-8-2024
DRF9542,RF1115,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,20,"10KT,14KT,18KT,9KT",Yellow,3-14-2024,2-21-2024
DRF8459,RF2103,RING,Female Ring,Female,Engagement,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-7-2024,2-21-2024
DRM9155,RM3019,RING,Male Ring,Male,Generic,21,"Rose,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),,,15,27,"10KT,14KT,18KT,9KT",White,,2-21-2024
DRF9543,RF1116,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,18,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DPF9592,PF1250,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8679,RF3026,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.00-2.49,4,20,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,2-21-2024
DEF9011,EF3024,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF9667,RF1393,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF9557,RF1218,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF8249,RF1847,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,11,15,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRM9236,RM3032,RING,Male Ring,Male,Generic,18,"Rose,Rose White Rhodium,White,White Yellow,Yellow,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.30-0.38,22,22,"10KT,14KT,18KT,9KT",White,3-16-2024,2-21-2024
DCM8760,RM1342,RING,Couple Male Ring,Male,Now & Forever,20,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,24,33,"10KT,14KT,18KT,9KT",Yellow,4-3-2024,2-21-2024
DRM10102,RM8003,RING,Male Ring,Male,Generic,20,,Divine (DSJ),,,,,,White,,2-21-2024
DRM8914,RM1156,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),-,2.00-2.49,-,20.5,"10KT,14KT,18KT,9KT",Yellow,3-29-2024,2-21-2024
DRM9025,RM1242,RING,Male Ring,Male,Generic,24,"Rose,Rose White,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.30-0.38,20,20,"10KT,14KT,18KT,9KT",Rose,3-30-2024,3-23-2024
DEF8733,EF1403,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-26-2024
DRF9078,RF3256,RING,Female Ring,Female,Setu Collection,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,11,11,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DCM8638,CM3024,RING,Couple Male Ring,Male,Now & Forever,24,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.60-0.69,15,26,"10KT,14KT,18KT,9KT",Yellow,5-4-2024,2-21-2024
DMale Earrings9362,EM3004,EARRING,Male Earring,Male,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-26-2024,2-21-2024
DRF10013,RF1856,RING,Female Ring,Female,Generic,16,,Divine (DSJ),,,,,,White,,2-21-2024
DLN9460,NK3079,NECKWEAR,Lariats/Chain Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,"18""","10KT,14KT,18KT,9KT",,,3-27-2024
DRM9049,RM1290,RING,Male Ring,Male,Generic,25,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.70-0.79,25,25,"10KT,14KT,18KT,9KT",,,4-4-2024
DEF8500,EF1239,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,3-23-2024
DCM8755,CM3063,RING,Couple Male Ring,Male,Now & Forever,20,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,35.5,"10KT,14KT,18KT,9KT",Yellow,,3-16-2024
DRF10037,RF3207,RING,Female Ring,Female,Generic,16,,Divine (DSJ),,,,,,Rose,,2-21-2024
DEF9223,EF3224,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRF10009,RF1842,RING,Female Ring,Female,Generic,16,,Divine (DSJ),,,,,,White,,2-21-2024
DRF8708,RF3070,RING,Female Ring,Female,Generic,16,"Rose,Rose White,White,Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.90-0.99,4,16,"10KT,14KT,18KT,9KT",White,3-23-2024,2-21-2024
DRF8186,RF1743,RING,Female Ring,Female,Generic,24,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,1.00-1.23,10,25.5,"10KT,14KT,18KT,9KT",Yellow,3-20-2024,2-21-2024
DRF8830,RF3126,RING,Female Ring,Female,Generic,11.5,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,4,19,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DRF9660,RF1537,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,8,8,"10KT,14KT,18KT,9KT",White,4-6-2024,2-21-2024
DRF8820,RF3115,RING,Female Ring,Female,Setu Collection,10,"Rose White,Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,4,20,"10KT,14KT,18KT,9KT",White,3-19-2024,2-21-2024
DRM8934,RM1220,RING,Male Ring,Male,Generic,23,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,0.30-0.38,22,22,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DEF9226,EF3228,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DEF9831,EF3124,EARRING,Female Earring,Female,Generic,-,,Divine (DSJ),,,,,,White,,2-21-2024
DPF8215,PF3094,NECKWEAR,Female Pendant,Female,Generic,-,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",White,,2-21-2024
DPF10143,,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,18KT,,,3-12-2024
DMF10148,,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,18KT,,,3-12-2024
DLK9910,LK3011,ACCESSORIES,Locket,Female,Generic,-,,Divine (DSJ),,,,,,Silver,4-17-2024,2-21-2024
DEF9829,EF3034,EARRING,Female Earring,Female,Generic,-,,Divine (DSJ),,,,,,White,,2-21-2024
DRF9758,RF1657,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DPF9495,PF1177,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,3-6-2024
DRF8353,RF2001,RING,Female Ring,Female,Engagement,11,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.00-2.49,5.5,6.5,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRF10055,RF3407,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,White,,2-21-2024
DRF9641,RF1452,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,3,12,"10KT,14KT,18KT,9KT",Yellow,3-20-2024,3-16-2024
DRF9475,RF6090,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRF9757,RF1656,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,3-28-2024
DRM8928,RM1205,RING,Male Ring,Male,Generic,24,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,1.50-1.69,23,33,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DBF9949,OBF3061,WRIST WEAR,Round Bangles,Female,Generic,2.4,,Divine (DSJ),,,,,,Yellow,,3-23-2024
DRF8696,RF3058,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,4,20,"10KT,14KT,18KT,9KT",Rose,3-14-2024,2-21-2024
DRF10030,RF3091,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,White,,2-21-2024
DRF9753,RF1652,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,17,"10KT,14KT,18KT,9KT",Yellow,4-20-2024,2-21-2024
DRF9561,RF1243,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF9647,RF1506,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Yellow,3-28-2024,2-21-2024
DPF9503,PF1209,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRM9932,NRM0048,RING,Male Ring,Male,Generic,22,,Divine (DSJ),,,,,,White,,2-21-2024
DPF8278,PF6015,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRM9232,RM3028,RING,Male Ring,Male,Generic,19,"Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,24,31,"10KT,14KT,18KT,9KT",White,4-9-2024,2-21-2024
DRF10058,RF3412,RING,Female Ring,Female,Generic,9,,Divine (DSJ),,,,,,White,,2-21-2024
DMF10149,,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.39-0.44,-,-,18KT,,,3-13-2024
DOBF10151,,WRIST WEAR,Oval Bangle,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,2.4,2.4,18KT,,,3-13-2024
DRM9342,RM3134,RING,Male Ring,Female,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,1.00-1.23,-,35.5,"10KT,14KT,18KT,9KT",,,3-19-2024
DRF8975,RF3186,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",Rose,4-25-2024,2-21-2024
DLK9917,LK3027,ACCESSORIES,Locket,Female,Generic,-,,Divine (DSJ),,,,,,BRASS YELLOW,4-17-2024,2-21-2024
DRF8170,RF1685,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,4-20-2024
DRF9662,RF1555,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,-,21,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DPF9488,PF1117,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",,3-26-2024,3-26-2024
DRF9184,RF3377,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,14,14,"10KT,14KT,18KT,9KT",,,3-8-2024
DRF8691,RF3053,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,5,13,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF9561,RF1243,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF10036,RF3202,RING,Female Ring,Female,Generic,14,,Divine (DSJ),,,,,,Yellow,,2-21-2024
DRF8978,RF3189,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DEF8150,EF6045,EARRING,Female Earring,Female,Setu Collection,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF8698,RF3060,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.70-0.79,4,20.5,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF8190,RF1755,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DPF9694,PF3062,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8177,RF1700,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,-,32.5,"10KT,14KT,18KT,9KT",Yellow,4-15-2024,4-15-2024
DEF8717,EF1380,EARRING,Female Earring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-18-2024,2-21-2024
DRF8263,RF1875,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF8686,RF3048,RING,Female Ring,Female,Generic,15,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.00-2.49,10,15,"10KT,14KT,18KT,9KT",Rose,3-30-2024,2-21-2024
DRF9637,RF1419,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DPF8393,PF6087,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,1.00-1.23,-,-,"10KT,14KT,18KT,9KT",Rose,3-23-2024,2-21-2024
DEF9872,EF6040,EARRING,Female Earring,Female,Generic,-,,Divine (DSJ),,,,,,White,,2-21-2024
DRF9562,RF1266,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,12,17,"10KT,14KT,18KT,9KT",Rose,3-16-2024,2-21-2024
DBF9949,OBF3061,WRIST WEAR,Round Bangles,Female,Generic,2.4,,Divine (DSJ),,,,,,Yellow,4-17-2024,2-21-2024
DEF8994,EF3067,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRF8464,RF2112,RING,Female Ring,Female,Engagement,7,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",,4-17-2024,4-2-2024
DRF8827,RF3122,RING,Female Ring,Female,Generic,21,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.50-0.59,4,21,"10KT,14KT,18KT,9KT",Rose,3-30-2024,2-21-2024
DCM8753,CM3061,RING,Couple Male Ring,Male,Now & Forever,14,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.70-0.79,14,21,"10KT,14KT,18KT,9KT",Yellow,4-10-2024,4-9-2024
DRF8959,RF3161,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DBF9954,OBF8006,WRIST WEAR,Round Bangles,Female,Generic,2.4,,Divine (DSJ),,,,,,Rose,,2-21-2024
DPF9689,PF3035,NECKWEAR,Female Pendant,Female,Ballerina,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,3-14-2024,2-21-2024
DRF8269,RF1904,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,4-10-2024,2-21-2024
DRF9073,RF3251,RING,Female Ring,Female,Setu Collection,8,"Rose White,Rose White Rhodium,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.23-0.29,2.50-2.99,13,21,"10KT,14KT,18KT,9KT",White,4-8-2024,4-8-2024
DRF8172,RF1688,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DEF8990,EF3063,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.60-0.69,-,-,"10KT,14KT,18KT,9KT",Yellow,4-25-2024,2-21-2024
DCF8881,CF3037,RING,Couple Female Ring,Female,Now & Forever,10,"Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",,5-13-2024,5-13-2024
DEF10531,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,-,-,18KT,,,5-13-2024
DRF9737,RF1573,RING,Female Ring,Female,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.23-0.29,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,3-5-2024
DEF9202,EF3173,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DEF8860,EF1467,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Rose,3-15-2024,2-21-2024
DPF9600,PF1266,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF8174,RF1690,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-15-2024,2-21-2024
DRF10067,RF8005,RING,Female Ring,Female,Generic,10,,Divine (DSJ),,,,,,Rose,,2-21-2024
DRM8945,RM1136,RING,Male Ring,Male,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,1.50-1.69,19,19,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRM9240,RM3042,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,18,18,"10KT,14KT,18KT,9KT",Yellow,3-26-2024,3-23-2024
DNP8412,NP1124,NOSE PIN,Nose Pin,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRM10200,,RING,Male Ring,Male,Generic,20,White,Divine (DSJ),0.10-0.13,0.90-0.99,1,21,950,,4-15-2024,4-15-2024
DRM9261,RM3093,RING,Male Ring,Female,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,1.50-1.69,1,20.5,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,4-17-2024
DRM9139,RM3000,RING,Male Ring,Male,Engagement,18,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.45-0.49,19,20,"10KT,14KT,18KT,9KT",Yellow,3-15-2024,2-21-2024
DRF8368,RF2051,RING,Female Ring,Female,Engagement,14,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,10,19,"10KT,14KT,18KT,9KT",Yellow,3-27-2024,3-25-2024
DRF10026,RF3079,RING,Female Ring,Female,Generic,10,,Divine (DSJ),,,,,,White,,2-21-2024
DEF8739,EF1412,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DMF10228,,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,-,-,18KT,,,4-6-2024
DRF8350,RF1987,RING,Female Ring,Female,Now & Forever,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,8,13,"10KT,14KT,18KT,9KT",Rose,3-23-2024,2-21-2024
DPF9575,PF1233,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRF8691,RF3053,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,5,13,"10KT,14KT,18KT,9KT",,3-6-2024,3-5-2024
DRF8574,RF3019,RING,Female Ring,Female,Generic,12,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),,,4,16,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRM8944,RM1132,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,1.50-1.69,-,20.5,"10KT,14KT,18KT,9KT",Rose,3-29-2024,2-21-2024
DRF8710,rf3105,RING,Female Ring,Female,Generic,15,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,6,17,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
